Unnamed: 0,prefix_v4,status,status_name,prefix_v6,is_anchor,last_connected,tags,type,address_v6,latitude,longitude,id,address_v4,country_code,is_public,asn_v4,asn_v6,status_since,first_connected,total_uptime,cc
7,46.17.232.0/21,3.0,Abandoned,,False,1490471233.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-17.7715,31.0295,16753.0,46.17.239.34,ZW,True,30844.0,,1490471233.0,1402926081.0,61678163.0,ZW
8,41.57.64.0/23,3.0,Abandoned,,False,1526732920.0,"['system-no-flash-drive', 'system-trying-to-connect', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'nat', 'datacentre', 'fibre']",Probe,,-17.8225,31.0505,16960.0,41.57.65.12,ZW,True,36986.0,,1526732920.0,1403807146.0,83433099.0,ZW
9,154.73.80.0/24,3.0,Abandoned,,False,1527067622.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3']",Probe,,-17.8495,31.0275,22216.0,154.73.80.66,ZW,True,37184.0,,1527067622.0,1449060030.0,58754124.0,ZW
10,46.17.232.0/21,3.0,Abandoned,2a01:410:1::/48,False,1458941130.0,"['system-ipv4-rfc1918', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2a01:410:1:3000:ea94:f6ff:fee3:7126,-17.8315,31.0495,22253.0,46.17.232.170,ZW,True,30844.0,30844.0,1458941130.0,1450093501.0,6101204.0,ZW
11,41.60.32.0/19,3.0,Abandoned,,False,1433039983.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-17.7815,31.0205,22262.0,41.60.32.83,ZW,True,30969.0,,1433039983.0,1429691796.0,980950.0,ZW
12,188.164.0.0/19,3.0,Abandoned,,False,1448356977.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-19.2685,31.6485,22329.0,188.164.30.176,ZW,True,39356.0,,1448356977.0,1429882713.0,14313873.0,ZW
13,196.44.186.0/23,3.0,Abandoned,,False,1453272730.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-17.8225,31.0495,22350.0,196.44.187.182,ZW,True,31856.0,,1453272730.0,1429710033.0,22978105.0,ZW
14,,0.0,Never Connected,,False,,"['system-flash-drive-filesystem-corrupted', 'system-firewall-problem-suspected', 'system-v3']",Probe,,-17.7615,31.0375,24003.0,,ZW,True,,,,,0.0,ZW
15,,0.0,Never Connected,,False,,['system-v3'],Probe,,-17.7015,31.1095,24043.0,,ZW,True,,,,,0.0,ZW
16,41.60.96.0/19,3.0,Abandoned,,False,1510686660.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'ipv4', 'home', 'fibre']",Probe,,-17.7495,31.0215,25087.0,41.60.106.132,ZW,True,30969.0,,1510686660.0,1446930874.0,34790940.0,ZW
17,197.221.253.0/24,3.0,Abandoned,,False,1491402593.0,"['system-readonly-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.1305,28.6275,27515.0,197.221.253.7,ZW,True,37204.0,,1491402593.0,1466846805.0,8293647.0,ZW
18,197.221.251.0/24,3.0,Abandoned,,False,1500302011.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-20.6195,31.2605,30077.0,197.221.251.10,ZW,True,37204.0,,1500302011.0,1496757634.0,3217969.0,ZW
19,41.60.96.0/19,3.0,Abandoned,,False,1578341260.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-17.3205,31.3315,32385.0,41.60.114.143,ZW,True,30969.0,,1578341260.0,1529408200.0,18668765.0,ZW
20,216.104.192.0/24,3.0,Abandoned,,False,1518623550.0,"['system-dns-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-19.0185,29.1485,33028.0,216.104.192.14,ZW,True,37183.0,,1518623550.0,1506589195.0,441970.0,ZW
21,,2.0,Disconnected,2c0f:f0b8::/32,False,1597684020.0,"['system-trying-to-connect', 'system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv6-capable', 'system-v3']",Probe,2c0f:f0b8:1200:0:d66e:eff:fe23:58ca,-17.7405,31.0795,33144.0,,ZW,True,,37123.0,1597684020.0,1506492094.0,79721805.0,ZW
22,197.221.248.0/24,3.0,Abandoned,,False,1562594869.0,"['system-no-flash-drive', 'system-trying-to-connect', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,-17.8295,31.0485,35736.0,197.221.248.2,ZW,True,37204.0,,1562594869.0,1542120087.0,18407285.0,ZW
23,197.221.232.0/24,2.0,Disconnected,,False,1600815953.0,"['system-trying-to-connect', 'system-firewall-problem-suspected', 'system-v4', 'system-ipv4-capable']",Probe,,-17.8305,31.0505,51664.0,197.221.232.116,ZW,True,37204.0,,1600815953.0,1556801341.0,12815289.0,ZW
0,197.96.0.0/13,3.0,Abandoned,,False,1572645685.0,"['system-ipv4-capable', 'system-v3']",Probe,,-26.3305,31.1475,13804.0,197.96.10.2,SZ,True,3741.0,,1572645685.0,1401178143.0,167945993.0,SZ
1,69.63.64.0/20,3.0,Abandoned,,False,1407396099.0,"['system-ipv4-rfc1918', 'system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3']",Probe,,-26.3215,31.1315,13883.0,69.63.64.50,SZ,True,19711.0,,1407396099.0,1393930989.0,23267.0,SZ
2,,3.0,Abandoned,,False,1398691144.0,"['system-ipv4-rfc1918', 'system-auto-geoip-country', 'system-v3']",Probe,,-26.5025,31.5015,16480.0,,SZ,False,,,1398691144.0,1398679008.0,24118.0,SZ
0,,3.0,Abandoned,,False,1366101729.0,"['system-ipv4-rfc1918', 'system-v2', 'nat', 'home']",Probe,,15.5975,32.5285,2230.0,,SD,True,,,1366101729.0,1326559075.0,34820288.0,SD
1,,3.0,Abandoned,,False,1355944764.0,"['system-ipv4-rfc1918', 'system-firewall-problem-suspected', 'system-v2', 'nat', 'home']",Probe,,15.5005,32.5595,4056.0,,SD,True,,,1355944764.0,1355677262.0,85025.0,SD
2,41.67.16.0/22,3.0,Abandoned,2c0f:fec8:16::/64,False,1492321037.0,"['system-firewall-problem-suspected', 'system-ipv6-capable', 'system-ipv4-capable', 'system-auto-geoip-city', 'system-v2', 'no-nat']",Probe,2c0f:fec8:16:0:280:a3ff:fe91:4638,15.5875,32.5305,4061.0,41.67.16.16,SD,True,37197.0,37197.0,1492321037.0,1354531415.0,134770698.0,SD
3,,3.0,Abandoned,,False,1354200725.0,"['system-v2', 'no-nat', 'office']",Probe,,15.4985,32.5615,4083.0,,SD,True,,,1354200725.0,1353836023.0,727118.0,SD
4,41.67.48.0/23,3.0,Abandoned,,False,1486986255.0,"['system-trying-to-connect', 'system-firewall-problem-suspected', 'system-ipv4-capable', 'system-v2', 'no-nat']",Probe,,15.5005,32.5615,4096.0,41.67.48.17,SD,True,37197.0,,1486986255.0,1354533286.0,117886122.0,SD
5,,0.0,Never Connected,,False,,['system-v2'],Probe,,15.6105,32.5215,4097.0,,SD,True,,,,,0.0,SD
6,196.29.164.0/24,1.0,Connected,,False,1600959474.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-ipv4-works', 'system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-v3']",Probe,,15.5805,32.5705,14867.0,196.29.164.164,SD,True,33788.0,,1600440487.0,1398591586.0,153002097.0,SD
7,41.67.32.0/19,3.0,Abandoned,,False,1492245845.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3']",Probe,,15.6375,32.5305,14870.0,41.67.41.61,SD,True,37197.0,,1492245845.0,1446044573.0,31099867.0,SD
8,197.254.192.0/18,3.0,Abandoned,2c0f:fec8:3:17::/64,False,1463069147.0,"['system-no-flash-drive', 'system-ipv6-capable', 'system-ipv4-capable', 'system-v3']",Probe,2c0f:fec8:3:17:6666:b3ff:feb0:e1bc,15.6585,32.6215,14893.0,197.254.254.52,SD,True,33788.0,37197.0,1463069147.0,1398859945.0,57919179.0,SD
9,,3.0,Abandoned,,False,1417970577.0,"['system-no-flash-drive', 'system-auto-geoip-country', 'system-v3']",Probe,,14.9995,30.0005,15274.0,,SD,False,,,1417970577.0,1417970467.0,220.0,SD
10,41.223.202.0/23,3.0,Abandoned,,False,1442490882.0,"['system-ipv4-capable', 'system-v3']",Probe,,15.6005,32.4985,15327.0,,SD,False,36998.0,,1442490882.0,1417353540.0,24644982.0,SD
11,154.101.0.0/16,3.0,Abandoned,,False,1472541957.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,15.6205,32.5305,15367.0,154.101.238.141,SD,True,36998.0,,1472541957.0,1470896868.0,376031.0,SD
12,154.101.0.0/16,3.0,Abandoned,,False,1433404288.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,15.5015,32.5615,15399.0,154.101.6.117,SD,True,36998.0,,1433404288.0,1432812576.0,514077.0,SD
13,212.0.144.0/24,3.0,Abandoned,,False,1469101030.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-capable', 'system-v3', 'ipv6', 'ipv4', 'ixp']",Probe,,15.6005,32.5915,16686.0,212.0.144.24,SD,True,15706.0,,1469101030.0,1446970722.0,21679088.0,SD
14,62.12.99.0/24,3.0,Abandoned,,False,1475115095.0,"['noc', 'system-ipv4-capable', 'system-v3', 'ixp']",Probe,,15.5995,32.5915,19485.0,,SD,False,327881.0,,1475115095.0,1423749817.0,4497824.0,SD
15,154.101.0.0/16,3.0,Abandoned,,False,1433404300.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,15.5785,32.5675,19903.0,154.101.6.117,SD,True,36998.0,,1433404300.0,1432839815.0,372324.0,SD
16,,0.0,Never Connected,,False,,['system-v3'],Probe,,12.8605,30.2175,23506.0,,SD,True,,,,,0.0,SD
17,41.95.196.0/24,2.0,Disconnected,,False,1597927507.0,"['system-no-flash-drive', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-auto-geoip-country', 'system-v3']",Probe,,14.9985,29.9985,23523.0,,SD,False,36998.0,,1597927507.0,1446746592.0,22269.0,SD
18,197.254.192.0/18,3.0,Abandoned,,False,1445493594.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,15.6405,32.5785,23527.0,197.254.255.248,SD,True,33788.0,,1445493594.0,1444494079.0,955816.0,SD
19,41.67.32.0/19,3.0,Abandoned,,False,1569749821.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,14.4275,33.4885,23531.0,41.67.33.7,SD,True,37197.0,,1569749821.0,1441009134.0,49700996.0,SD
20,197.254.192.0/18,3.0,Abandoned,,False,1500378985.0,"['system-flash-drive-filesystem-corrupted', 'system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3']",Probe,,15.6575,32.4995,23540.0,197.254.255.38,SD,True,33788.0,,1500378985.0,1476083921.0,12413458.0,SD
21,196.1.252.0/22,2.0,Disconnected,,False,1600851498.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v3', 'ipv4', 'fibre']",Probe,,15.5315,32.5285,33838.0,196.1.254.206,SD,True,15706.0,,1600851498.0,1504168002.0,69128549.0,SD
22,41.95.16.0/20,3.0,Abandoned,,False,1580814403.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'native-ipv4', 'lte', 'upc', 'fibre', 'epix', 'multihomed', 'known-ipv4-issues', '6to4', 'office', 'core', 'vpn', 'cgn', 'ipv6', 'nat', 'ftth', 'known-ipv6-issues', '4g', 'noc', 'wi-fi', 'adsl', 'double-nat', 'ipv4', 'ipv6-only', 'ipv6-tunnel', 'internet2', 'wireless-isp', 'ipv6nat', 'nat64', 'wimax', 'dtag', 'probe-v3', 'dual-stack', 'isp', '3g', 'system-v3']",Probe,,15.5895,32.5805,33865.0,41.95.19.129,SD,True,36998.0,,1580814403.0,1580805131.0,7970.0,SD
23,102.123.128.0/17,3.0,Abandoned,,False,1584386230.0,"['system-ipv4-capable', 'native-ipv4', 'lte', 'upc', 'epix', 'native-ipv6', 'broken', 'multihomed', 'known-ipv4-issues', '6to4', 'office', 'core', 'vpn', 'cgn', 'ipv6', 'nat', '4g', 'ftth', 'known-ipv6-issues', 'noc', 'ixp', 'wi-fi', 'adsl', '464xlat', 'mobile', 'double-nat', 'ipv4', 'ipv6-only', 'internet2', 'wireless-isp', 'ipv6nat', 'nat64', 'no-ipv4', 'dtag', 'free', 'probe-v3', 'dual-stack', 'isp', '3g', 'system-v3']",Probe,,15.5915,32.5805,33879.0,102.123.255.170,SD,True,36972.0,,1584386230.0,1580816147.0,2966015.0,SD
24,197.254.192.0/18,1.0,Connected,,False,1600959474.0,"['system-resolves-aaaa-correctly', 'system-resolves-a-correctly', 'system-ipv6-doesnt-work', 'system-ipv4-works', 'system-ipv6-ula', 'system-ipv6-capable', 'system-v4', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,fd33:8cec:2e9a:0:1:5dff:fe08:42ac,15.6485,32.5815,51582.0,197.254.230.178,SD,True,33788.0,,1600955017.0,1562068808.0,33792206.0,SD
25,196.29.172.0/24,3.0,Abandoned,,False,1564386236.0,"['system-v4', 'system-firewall-problem-suspected', 'system-ipv4-rfc1918', 'system-ipv4-capable']",Probe,,12.8595,30.2195,52044.0,196.29.172.113,SD,True,33788.0,,1564386236.0,1563950106.0,435803.0,SD
0,41.213.192.0/20,1.0,Connected,,False,1600959492.0,"['dsl', 'system-v2', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-ipv4-stable-90d', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-1d']",Probe,,-21.2415,55.4105,2062.0,41.213.203.50,RE,True,37002.0,,1600877435.0,1321610722.0,254925510.0,RE
1,41.213.192.0/20,1.0,Connected,,False,1600959492.0,"['system-v2', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-works', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'zeop', 'system-ipv4-stable-1d', 'system-ipv4-stable-30d', 'system-ipv4-stable-90d']",Probe,,-20.9115,55.5015,2093.0,41.213.203.50,RE,True,37002.0,,1600613833.0,1321376620.0,272206111.0,RE
2,195.220.151.0/24,3.0,Abandoned,,True,1555321133.0,"['system-anchor', 'system-ipv4-capable', 'system-firewall-problem-suspected', 'system-v2-soekris']",Probe,,-20.8985,55.4875,6419.0,195.220.151.21,RE,True,2470.0,,1555321133.0,1543985023.0,11309650.0,RE
3,165.169.64.0/20,3.0,Abandoned,,False,1563436149.0,"['fibre', 'home', 'ipv4', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-20.8785,55.4475,17309.0,165.169.68.228,RE,True,37002.0,,1563436149.0,1402573829.0,135146405.0,RE
4,80.8.0.0/17,3.0,Abandoned,,False,1437897806.0,"['dsl', 'home', 'lareunion', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-no-flash-drive']",Probe,,-20.9295,55.5815,17597.0,,RE,False,3215.0,,1437897806.0,1402762194.0,28816498.0,RE
5,62.61.192.0/18,3.0,Abandoned,,False,1434129869.0,"['dsl', 'home', 'adsl', 'sfr', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-flash-drive-filesystem-corrupted']",Probe,,-21.3695,55.5585,19036.0,62.61.214.23,RE,True,49902.0,,1434129869.0,1429514458.0,4576798.0,RE
6,102.35.16.0/20,1.0,Connected,2c0f:f918:2180::/42,False,1600959492.0,"['system-ipv4-works', 'fibre', 'home', 'nat', 'ipv4', 'ftth', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'zeop', 'system-ipv6-doesnt-work', 'system-doesnt-resolve-a', 'system-doesnt-resolve-aaaa', 'system-dns-problem-suspected', 'system-ipv4-stable-1d', 'system-ipv6-capable']",Probe,2c0f:f918:21bf:ff00:ffff:ffff:ffff:ffff,-21.0095,55.2805,19167.0,102.35.21.148,RE,True,37002.0,37002.0,1600693403.0,1434869950.0,162541476.0,RE
7,41.213.128.0/21,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-90d', 'cable', 'home', 'nat', 'system-v3', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-works', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-ipv4-stable-30d', 'system-ipv4-stable-1d']",Probe,,-20.9495,55.3015,19496.0,41.213.130.80,RE,True,37002.0,,1600791041.0,1408453237.0,138262728.0,RE
8,41.213.208.0/20,3.0,Abandoned,,False,1485770729.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-21.2705,55.5315,23094.0,41.213.213.129,RE,True,37002.0,,1485770729.0,1436518335.0,41159509.0,RE
9,195.220.151.0/24,1.0,Connected,,False,1600959492.0,"['system-ipv4-rfc1918', 'system-ipv4-stable-90d', 'system-v3', 'system-resolves-aaaa-correctly', 'system-ipv4-capable', 'system-ipv4-works', 'system-ipv4-stable-30d', 'system-resolves-a-correctly', 'system-ipv4-stable-1d']",Probe,,-20.9095,55.4975,23417.0,195.220.151.96,RE,True,2470.0,,1600573417.0,1438060239.0,97168357.0,RE
10,90.10.0.0/16,3.0,Abandoned,,False,1509445215.0,"['dsl', 'home', 'ipv4', 'orange', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'reunion', 'dom-tom', 'orange-reunion']",Probe,,-21.2225,55.5595,25141.0,90.10.251.128,RE,True,3215.0,,1509445215.0,1448692367.0,41849960.0,RE
11,80.8.0.0/17,3.0,Abandoned,,False,1477371797.0,"['home', 'vdsl', 'ipv4', 'orange', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'reunion', 'dom-tom', 'orange-reunion']",Probe,,-21.2595,55.4785,26136.0,80.8.58.181,RE,True,3215.0,,1477371797.0,1458725117.0,17580420.0,RE
12,80.8.128.0/18,3.0,Abandoned,,False,1470471559.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-21.2585,55.4915,27688.0,80.8.172.136,RE,True,3215.0,,1470471559.0,1467021655.0,3429120.0,RE
13,165.169.128.0/20,3.0,Abandoned,,False,1483417213.0,"['fibre', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-20.9015,55.5185,27732.0,165.169.130.198,RE,True,37002.0,,1483417213.0,1468237042.0,13184185.0,RE
14,165.169.32.0/20,3.0,Abandoned,,False,1479798243.0,"['fibre', 'home', 'nat', 'ipv4', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-21.0485,55.2285,27738.0,165.169.34.153,RE,True,37002.0,,1479798243.0,1467208307.0,12813505.0,RE
15,80.8.0.0/17,3.0,Abandoned,,False,1540631444.0,"['nat', 'ipv4', 'vdsl2', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-20.9995,55.2795,28146.0,80.8.96.93,RE,True,3215.0,,1540631444.0,1464696005.0,74011325.0,RE
16,213.55.0.0/18,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-30d', 'fibre', 'ipv4', 'sfr', 'system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-90d']",Probe,,-20.9995,55.6785,28436.0,213.55.33.198,RE,True,49902.0,,1600923288.0,1464773075.0,103034000.0,RE
17,81.248.192.0/18,1.0,Connected,,False,1600959492.0,"['nat', 'ftth', 'system-ipv4-rfc1918', 'fibre', 'home', 'ipv4', 'orange', 'system-v3', 'system-ipv4-capable', 'system-ipv4-stable-30d', 'system-ipv4-stable-90d', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-1d']",Probe,,-20.8895,55.4275,28607.0,81.248.236.201,RE,True,3215.0,,1599638483.0,1472892271.0,126862527.0,RE
18,154.67.0.0/16,3.0,Abandoned,,False,1486811812.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-21.2105,55.4785,28724.0,154.67.129.94,RE,True,21351.0,,1486811812.0,1474983284.0,9628498.0,RE
19,154.67.0.0/16,3.0,Abandoned,,False,1492739511.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-21.3805,55.6205,28975.0,154.67.89.18,RE,True,21351.0,,1492739511.0,1485694518.0,4893129.0,RE
20,154.67.0.0/16,3.0,Abandoned,2c0f:f608:4000::/36,False,1486982731.0,"['datacentre', 'no-nat', 'native-ipv6', 'ipv4', 'ipv6', 'system-v3', 'native-ipv4', 'system-ipv4-capable', 'system-ipv6-capable']",Probe,2c0f:f608:4000:ee00::16,-20.8985,55.5015,30099.0,154.67.0.16,RE,True,21351.0,21351.0,1486982731.0,1477919152.0,11269494.0,RE
21,154.67.0.0/16,3.0,Abandoned,,False,1582636446.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918']",Probe,,-20.9595,55.3285,31337.0,154.67.195.141,RE,True,21351.0,,1582636446.0,1483384359.0,22744322.0,RE
22,165.169.96.0/20,3.0,Abandoned,,False,1545043482.0,"['system-v3', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-flash-drive-filesystem-corrupted']",Probe,,-21.0425,55.2705,31370.0,165.169.98.120,RE,True,37002.0,,1545043482.0,1488039473.0,43666115.0,RE
23,92.130.0.0/16,1.0,Connected,2a01:cb22::/36,False,1600959492.0,"['system-ipv6-stable-1d', 'system-ipv6-works', 'dsl', 'orange', 'system-v3', 'system-ipv4-capable', 'system-ipv6-capable', 'system-ipv4-rfc1918', 'system-resolves-a-correctly', 'system-ipv6-stable-30d', 'system-ipv4-stable-30d', 'system-ipv4-works', 'system-resolves-aaaa-correctly']",Probe,2a01:cb22:8f8:d200:d66e:eff:fe23:366c,-21.3625,55.6605,33470.0,92.130.61.222,RE,True,3215.0,3215.0,1600940040.0,1503042167.0,83911390.0,RE
24,139.26.0.0/16,2.0,Disconnected,,False,1600479278.0,"['3g', 'free', 'lte', 'system-ipv4-capable', 'system-ipv4-rfc1918', '4g', 'system-v4', 'la-reunion', 'free-reunion']",Probe,,-21.3615,55.6615,50493.0,139.26.50.33,RE,True,327697.0,,1600479278.0,1568042584.0,18033193.0,RE
25,129.122.64.0/18,1.0,Connected,,False,1600959492.0,"['system-ipv4-rfc1918', 'system-ipv4-capable', 'system-v4', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-30d', 'system-ipv4-stable-90d', 'system-ipv4-stable-1d']",Probe,,-20.9525,55.2995,52640.0,129.122.111.111,RE,True,49902.0,,1599352769.0,1576396310.0,24511666.0,RE
26,154.67.0.0/16,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-1d', 'system-ipv4-stable-30d', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly']",Probe,,-20.9225,55.5205,52870.0,154.67.176.3,RE,True,21351.0,,1600573175.0,1576641280.0,20417630.0,RE
27,83.198.0.0/16,1.0,Connected,2a01:cb22::/36,False,1600959492.0,"['system-ipv4-stable-30d', 'ftth', 'orange', 'system-ipv4-capable', 'system-ipv6-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv6-stable-1d', 'system-ipv4-works', 'system-ipv6-works', 'system-ipv4-stable-90d', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv6-stable-90d', 'system-ipv6-stable-30d', 'system-ipv4-stable-1d']",Probe,2a01:cb22:8b7:eb00:1:83ff:fe45:d21c,-20.8895,55.4585,52927.0,83.198.39.179,RE,True,3215.0,3215.0,1600940026.0,1577132121.0,23821601.0,RE
28,92.130.0.0/16,3.0,Abandoned,2a01:cb22::/36,False,1579542534.0,"['system-ipv4-capable', 'system-ipv6-capable', 'system-ipv4-rfc1918', 'system-v4']",Probe,,-20.8895,55.4615,52997.0,,RE,False,3215.0,3215.0,1579542534.0,1579537631.0,3645.0,RE
29,,3.0,Abandoned,,False,,['system-v4'],Probe,,-20.8825,55.4615,53290.0,,RE,False,,,1583248112.0,,0.0,RE
30,165.169.144.0/20,1.0,Connected,2c0f:f918:520::/44,False,1600959492.0,"['system-ipv4-stable-90d', 'system-ipv6-stable-30d', 'system-ipv4-works', 'system-ipv6-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-capable', 'system-ipv6-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv6-stable-1d', 'system-ipv4-stable-30d', 'system-ipv6-stable-90d', 'system-ipv4-stable-1d']",Probe,2c0f:f918:524:2ee0:1:6fff:fe72:bb5f,-21.1185,55.5375,53908.0,165.169.144.3,RE,True,37002.0,37002.0,1600292929.0,1581925273.0,18987783.0,RE
31,165.169.112.0/20,3.0,Abandoned,,False,1581465069.0,"['system-ipv4-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-no-controller-connection']",Probe,,-20.9295,55.4775,54307.0,165.169.118.131,RE,True,37002.0,,1581465069.0,1580316992.0,1146847.0,RE
32,165.169.176.0/20,1.0,Connected,,False,1600959492.0,"['system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv4-stable-1d', 'system-ipv4-capable']",Probe,,-20.9325,55.3395,55150.0,165.169.176.89,RE,True,37002.0,,1600877601.0,1593024591.0,7476083.0,RE
33,154.67.0.0/16,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-1d', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv4-stable-90d', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-30d']",Probe,,-20.9015,55.4915,55282.0,154.67.216.11,RE,True,21351.0,,1600267184.0,1580634298.0,20111709.0,RE
34,165.169.128.0/20,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-30d', 'system-ipv4-stable-90d', 'home', 'ftth', 'fibre', 'ipv4', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-1d']",Probe,,-20.9515,55.5205,55363.0,165.169.133.30,RE,True,37002.0,,1600076844.0,1581930067.0,18996013.0,RE
35,165.169.128.0/20,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-30d', 'system-ipv4-stable-1d', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-v4', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'home', 'ipv4', 'fibre', 'system-ipv4-stable-90d']",Probe,,-20.9325,55.3415,55381.0,165.169.138.184,RE,True,37002.0,,1600709743.0,1592407202.0,8546757.0,RE
36,102.35.80.0/20,1.0,Connected,,False,1600959492.0,"['system-ipv4-stable-30d', 'system-v4', 'home', 'ipv4', 'fibre', 'zeop', 'system-ipv4-capable', 'system-ipv4-rfc1918', 'system-ipv4-works', 'system-resolves-a-correctly', 'system-resolves-aaaa-correctly', 'system-ipv4-stable-1d', 'system-ipv4-stable-90d']",Probe,,-20.9015,55.4875,55412.0,102.35.86.204,RE,True,37002.0,,1600076773.0,1592400489.0,8546534.0,RE
