Rank,asn_v4,AS_Name,CC,Users,country_pct,Internet_pct,Samples
22118,"AS132308","ACSKOCHI-IN AFFILIATED COMPUTER SERVICES OF INDIA PRIVATE LIMITED","IN",1164,0.00,0.0000,163
22119,"AS136088","ZITLINE-AS-ID PT. Araz Inti Line","ID",1163,0.00,0.0000,327
22120,"AS41150","GIKNPC-AS GIKNPC AS number","UA",1163,0.01,0.0000,252
22121,"AS395395","INDIANATECH - Indiana Tech","US",1162,0.00,0.0000,293
22122,"AS394017","MIMC - Infirmary Health System, Inc.","US",1162,0.00,0.0000,293
22123,"AS31900","CITYOFTHORNTON - City of Thornton","US",1162,0.00,0.0000,293
22124,"AS48073","VIRTUALDALNEGORSK","RU",1162,0.00,0.0000,164
22125,"AS54115","FACEBOOK-CORP - Facebook Inc","IE",1162,0.03,0.0000,207
22126,"AS198384","OMGTU","RU",1162,0.00,0.0000,164
22127,"AS57762","ASMARKETLINK","RU",1162,0.00,0.0000,164
22128,"AS58065","Reserved (ripencc)","US",1162,0.00,0.0000,293
22129,"AS40716","DOTCOMM - DOT.Comm","US",1162,0.00,0.0000,293
22130,"AS13259","DELTA-TELESYSTEMS-AS","RU",1162,0.00,0.0000,164
22131,"AS395501","REED-AS-1 - Reed College","US",1162,0.00,0.0000,293
22132,"AS49392","ASG-ENTERPRISES","RU",1162,0.00,0.0000,164
22133,"AS203826","CITADELA-KOMUNIKACIJE-DOO","RS",1161,0.02,0.0000,474
22134,"AS266871","","AR",1161,0.00,0.0000,186
22135,"AS12428","UNICREDIT-AS-MI-","IT",1160,0.00,0.0000,186
22136,"AS210131","","AM",1160,0.08,0.0000,298
22137,"AS35534","ARTCLUB-AS","MD",1158,0.06,0.0000,168
22138,"AS40148","PRINCE-GEORGES-INTERGOVERNMENTAL-NETWORK - PRINCE GEORGES INTERGOVERNMENTAL NETWORK COMMUNITY COORDINATING COMMITTEE","US",1158,0.00,0.0000,292
22139,"AS46408","COLUMBUS-COMMUNICATION-SVG - Columbus Communication St. Vincent and the Grenadines Ltd.","JM",1158,0.09,0.0000,645
22140,"AS202971","NETCK-AS","PL",1158,0.00,0.0000,213
22141,"AS17152","BATES - Bates College","US",1158,0.00,0.0000,292
22142,"AS11536","SRC-ASN01 - Sunrise Communications LLC","US",1158,0.00,0.0000,292
22143,"AS47788","NIXSOLUTIONS-NET-AS","UA",1158,0.01,0.0000,251
22144,"AS30618","LEEUNIV - Lee University","US",1158,0.00,0.0000,292
22145,"AS1311","BARRA-NET-AS - BARRA","US",1158,0.00,0.0000,292
22146,"AS24012","THOMSONREUTERS-SG 18 Science Park Drive","IN",1157,0.00,0.0000,162
22147,"AS134403","QUANTUMFOUNDATION-AS-AP Quantum Foundation","BD",1157,0.01,0.0000,169
22148,"AS59851","KYUP","BG",1157,0.03,0.0000,634
22149,"AS134322","TIFR-AS-IN Tata Institute of Fundamental Research","IN",1157,0.00,0.0000,162
22150,"AS135797","SIMINFO-AS Simsys Infotech Pvt. Ltd.","IN",1157,0.00,0.0000,162
22151,"AS265545","OPSICOME SA DE CV","MX",1156,0.00,0.0000,234
22152,"AS47516","CRILIS-AS Calea Bucovinei, Nr.33A 33A, Sc.B, Ap.33","RO",1156,0.01,0.0000,281
22153,"AS3356","LEVEL3 - Level 3 Parent, LLC","IE",1156,0.03,0.0000,206
22154,"AS56253","BTPN-AS-ID PT. Bank Tabungan Pensiunan Nasional Tbk","ID",1156,0.00,0.0000,325
22155,"AS131428","BIZMAC-VN-AS Rainbow E-Commerce Company Limited","VN",1156,0.00,0.0000,173
22156,"AS134635","IDNIC-BANYUWANGIKAB-AS-ID Dinas Perhubungan, Komunikasi dan Informatika Kabupaten Banyuwangi","ID",1156,0.00,0.0000,325
22157,"AS24607","LENET","LT",1156,0.05,0.0000,209
22158,"AS28035","BANCO SUPERVIELLE SOCIEDAD ANONIMA","AR",1155,0.00,0.0000,185
22159,"AS49154","MTS-DOM-AS","RU",1155,0.00,0.0000,163
22160,"AS393240","BTWI-WIRELESS-INTERNET - BTWI Wireless Internet LLC","US",1155,0.00,0.0000,291
22161,"AS58007","XTELECOM-AS","RU",1155,0.00,0.0000,163
22162,"AS40497","BETHEL-ASN1 - Bethel University","US",1155,0.00,0.0000,291
22163,"AS15117","ANHEUSER-BUSCH - Anheuser-Busch Companies Inc.","US",1155,0.00,0.0000,291
22164,"AS395922","GCET-GREENFIELD-MA - GCET","US",1155,0.00,0.0000,291
22165,"AS17089","CINCCHILDRENS - Childrens Hospital","US",1155,0.00,0.0000,291
22166,"AS204309","","IT",1154,0.00,0.0000,185
22167,"AS24999","SINSOFT-AS","UA",1154,0.01,0.0000,250
22168,"AS25183","NTEMA-AS Dorogozhitskaya str.118 off. 401","UA",1154,0.01,0.0000,250
22169,"AS12797","ASN-ATLANET","IT",1154,0.00,0.0000,185
22170,"AS134105","STLMC-AS-AP Shwe Than Lwin Media Co.,Ltd.","MM",1154,0.09,0.0000,336
22171,"AS204019","FLYNET-AS FLYNET","PL",1153,0.00,0.0000,212
22172,"AS39914","NFZ","PL",1153,0.00,0.0000,212
22173,"AS6095","NIBR-US-DMZ - Novartis Institutes for BioMedical Research, Inc.","US",1151,0.00,0.0000,290
22174,"AS40710","CLC-98-ILLINOIS - College of Lake County","US",1151,0.00,0.0000,290
22175,"AS396087","SMCM - St. Marys College of Maryland","US",1151,0.00,0.0000,290
22176,"AS45229","UN-ESCAP-AS-AP United Nation - Property Management Sub-unit, Thailand","TH",1151,0.00,0.0000,176
22177,"AS22759","ASTOUND-CABLE - Wave Broadband","US",1151,0.00,0.0000,290
22178,"AS33484","BHS---SAN-ANTONIO-TX - Baptist Health System","US",1151,0.00,0.0000,290
22179,"AS62971","COUNTY-OF-CHESTERFIELD-VA - County of Chesterfield","US",1151,0.00,0.0000,290
22180,"AS16404","ALBRIGHT-COLLEGE - Albright College","US",1151,0.00,0.0000,290
22181,"AS45142","LOXLEYBB-TH-AS-AP Loxley Wireless Co. Ltd.","TH",1151,0.00,0.0000,176
22182,"AS25999","DARGAL - Provision Data Systems Inc.","CA",1150,0.00,0.0000,162
22183,"AS29694","VILLAGENET","BG",1150,0.03,0.0000,630
22184,"AS24638","RAMBLER-TELECOM-AS","RU",1148,0.00,0.0000,162
22185,"AS56874","ELECTROSVYAZ-AS","RU",1148,0.00,0.0000,162
22186,"AS61139","TV-TEOMAR-AS PRICIPALA BROSCAUTI","RO",1148,0.01,0.0000,279
22187,"AS199744","ITESYS-AS","IT",1148,0.00,0.0000,184
22188,"AS12153","HBI-ASN1 - HBI Branded Apparel Enterprises, LLC","US",1147,0.00,0.0000,289
22189,"AS34000","FR-RR-CG13 FRANCE","FR",1147,0.00,0.0000,160
22190,"AS20467","SW-ORG-AS - Scott  White","US",1147,0.00,0.0000,289
22191,"AS53567","VOLSTATE - VOLstate, Inc.","US",1147,0.00,0.0000,289
22192,"AS197747","PETROINFORM-AS","PL",1147,0.00,0.0000,211
22193,"AS51148","ROBCOM","PL",1147,0.00,0.0000,211
22194,"AS207012","GMINAOLSZTYN","PL",1147,0.00,0.0000,211
22195,"AS55925","BAAC-NET-TH 469 Nakronsawan.Rd, Chidrada Dusit","TH",1145,0.00,0.0000,175
22196,"AS50527","NB-TV-SAT-AS FS 3,3,18BERZASCA","RO",1144,0.01,0.0000,278
22197,"AS61516","VICUA TV S. A.","AR",1143,0.00,0.0000,183
22198,"AS15085","IMMEDION - Immedion, LLC","US",1143,0.00,0.0000,288
22199,"AS27176","DATAWAGON - DataWagon LLC","US",1143,0.00,0.0000,288
22200,"AS396287","NEXTPOWEREDBYNAECLLC - Next, Powered by NAEC, LLC","US",1143,0.00,0.0000,288
22201,"AS393806","JOHNSON-COUNTY-KANSAS - JOHNSON COUNTY KANSAS","US",1143,0.00,0.0000,288
22202,"AS131369","BONONGNGHIEP-AS-VN Ministry of Agriculture and Rural Development","VN",1143,0.00,0.0000,171
22203,"AS41245","ITRANSITION-AS","BY",1143,0.02,0.0000,202
22204,"AS50987","ITRES-ASN","PL",1142,0.00,0.0000,210
22205,"AS38742","AWCC-AS-AP AWCC","HN",1142,0.06,0.0000,250
22206,"AS58902","IMPETUS-AS-IN Impetus Infotech India Pvt Ltd","IN",1142,0.00,0.0000,160
22207,"AS20655","E-STYLEISP-AS","RU",1141,0.00,0.0000,161
22208,"AS28703","URAL-INTERCARD-AS","RU",1141,0.00,0.0000,161
22209,"AS2546","ARIADNE-T Ariadne-t Network","GR",1141,0.02,0.0000,520
22210,"AS34479","TSC-AS High Current Electronics Institute","RU",1141,0.00,0.0000,161
22211,"AS135377","UHGL-AS-AP UCloud (HK) Holdings Group Limited","HK",1140,0.02,0.0000,586
22212,"AS49903","UKSATSE-AS","UA",1140,0.01,0.0000,247
22213,"AS26363","COV-HC - COVIDIEN LP","US",1139,0.00,0.0000,287
22214,"AS3477","N-WAVE - NOAA-Boulder","US",1139,0.00,0.0000,287
22215,"AS62833","HUDSONFIBERNET - Hudson Fiber Network, Inc","US",1139,0.00,0.0000,287
22216,"AS19119","ROLLINSCOLLEGE - Rollins College","US",1139,0.00,0.0000,287
22217,"AS54616","SSU-173244000000-19 - Salem State University","US",1139,0.00,0.0000,287
22218,"AS196640","ASPIDER","IE",1139,0.03,0.0000,203
22219,"AS22772","LOGIN - Login, Inc.","US",1139,0.00,0.0000,287
22220,"AS46408","COLUMBUS-COMMUNICATION-SVG - Columbus Communication St. Vincent and the Grenadines Ltd.","BB",1139,0.49,0.0000,670
22221,"AS30320","KMACAL - Kia Motors America, Inc.","US",1139,0.00,0.0000,287
22222,"AS37094","CELLCOM","US",1139,0.00,0.0000,287
22223,"AS132866","RMUTSB-AS Rajamangala University of Technology Suvarnabhumi under UniNet Network","TH",1138,0.00,0.0000,174
22224,"AS39798","MIVOCLOUD","MD",1137,0.06,0.0000,165
22225,"AS200485","NASSIRAQ","IQ",1136,0.02,0.0000,535
22226,"AS204026","AS-SZATMAR-TELEKOM","HU",1136,0.01,0.0000,284
22227,"AS198788","PL-URZAD-MARSZALKOWSKI-LUBLIN-AS","PL",1136,0.00,0.0000,209
22228,"AS39834","TESAT-AS","PL",1136,0.00,0.0000,209
22229,"AS134043","VAYUNET-AS SG IT Infotech Pvt. Ltd.","IN",1135,0.00,0.0000,159
22230,"AS26449","GENEVAONLINE - Geneva On-Line, Inc.","US",1135,0.00,0.0000,286
22231,"AS25015","SKYNETLAN-AS","UA",1135,0.01,0.0000,246
22232,"AS45513","NOVANET-IN Plot # X-16 14TH Street MIDC","IN",1135,0.00,0.0000,159
22233,"AS395618","QUEENS-HEALTH-SYSTEM - The Queens Medical Center","US",1135,0.00,0.0000,286
22234,"AS51824","ALTERNATIVA-NET","UA",1135,0.01,0.0000,246
22235,"AS35574","GTECH SED Multitel s.r.l. is an IGT company","IT",1135,0.00,0.0000,182
22236,"AS34674","NETWAVE-AS","BG",1135,0.03,0.0000,622
22237,"AS49066","PLATINUM-ODIN-AS","RU",1134,0.00,0.0000,160
22238,"AS49966","ITSNET","RU",1134,0.00,0.0000,160
22239,"AS61021","STERCOM-AS","RU",1134,0.00,0.0000,160
22240,"AS200988","BRIDGETEL-AS","RU",1134,0.00,0.0000,160
22241,"AS267761","","HN",1133,0.06,0.0000,248
22242,"AS52411","Universidad del Desarrollo","CL",1133,0.01,0.0000,161
22243,"AS41266","NET-PARTNER-AS","PL",1131,0.00,0.0000,208
22244,"AS62640","ERC-SIN - Edgar Rental Corporation","US",1131,0.00,0.0000,285
22245,"AS31965","COYOTE-LOGISTICS - COYOTE LOGISTICS LLC","US",1131,0.00,0.0000,285
22246,"AS11142","PRECISION-DATA-SOLUTIONS - Precision Data Solutions, LLC","US",1131,0.00,0.0000,285
22247,"AS20337","SUNYPOLY-ASN - SUNY Institute of Technology","US",1131,0.00,0.0000,285
22248,"AS27409","ROCKBRIDGE-GLOBAL-VILLAGE - Rockbridge Global Village, Inc.","US",1131,0.00,0.0000,285
22249,"AS203613","NEUCA","PL",1131,0.00,0.0000,208
22250,"AS44897","DEBALTSEVO-AS","UA",1131,0.01,0.0000,245
22251,"AS134106","","BD",1130,0.01,0.0000,165
22252,"AS10277","Ministerio de Cultura y Educacion","AR",1130,0.00,0.0000,181
22253,"AS16276","OVH","LK",1130,0.02,0.0000,241
22254,"AS21101","SISTEMIUNO-AS ASP - Application Service Provider","IT",1129,0.00,0.0000,181
22255,"AS207068","UZZPPO","RS",1129,0.02,0.0000,461
22256,"AS199348","FIBRAWEB","IT",1129,0.00,0.0000,181
22257,"AS48063","NETPONT-AS","RO",1128,0.01,0.0000,274
22258,"AS394452","MCKINSEY-US-AWP - McKinsey  Company, Inc.","US",1127,0.00,0.0000,284
22259,"AS63264","ACW-ASN - Alternative Choice Wireless, LLC","US",1127,0.00,0.0000,284
22260,"AS9111","ASN-PRCNIT","RU",1127,0.00,0.0000,159
22261,"AS61382","KSINVEST-AS","RU",1127,0.00,0.0000,159
22262,"AS4393","TIME-INC - Time Inc.","US",1127,0.00,0.0000,284
22263,"AS5766","IHS-MD-AS - Indian Health Service","US",1127,0.00,0.0000,284
22264,"AS7725","COMCAST-7725 - Comcast Cable Communications, LLC","US",1127,0.00,0.0000,284
22265,"AS204825","SOLIST-AS","RU",1127,0.00,0.0000,159
22266,"AS50852","INTERRA-AS","RU",1127,0.00,0.0000,159
22267,"AS393861","Reserved (arin)","US",1127,0.00,0.0000,284
22268,"AS206256","REGIONTEHSVYAZ-AS","RU",1127,0.00,0.0000,159
22269,"AS39101","PITEL","RU",1127,0.00,0.0000,159
22270,"AS60528","ASN-XANTOS","PL",1126,0.00,0.0000,207
22271,"AS34990","SKYINET-AS","UA",1126,0.01,0.0000,244
22272,"AS198910","NETPAK-AS","PL",1126,0.00,0.0000,207
22273,"AS263826","LINETS CHILE SPA","CL",1126,0.01,0.0000,160
22274,"AS6","BULL-HN - Bull HN Information Systems Inc.","UA",1126,0.01,0.0000,244
22275,"AS199888","RAJF","PL",1126,0.00,0.0000,207
22276,"AS198199","VSOFT-NET","PL",1126,0.00,0.0000,207
22277,"AS38228","MOD-NON-AP Ministry Of Defence, Thailand","TH",1125,0.00,0.0000,172
22278,"AS56117","KIATNAKIN-TH 2091","TH",1125,0.00,0.0000,172
22279,"AS55938","EXAT-NET-TH 2380, Phahonyothin Rd Saenanikom Chatuchak District","TH",1125,0.00,0.0000,172
22280,"AS6784","","HU",1124,0.01,0.0000,281
22281,"AS203704","ASVIDEOCAM","US",1123,0.00,0.0000,283
22282,"AS54473","DUKENET-COMMUNICATIONS - Time Warner Cable Internet LLC","US",1123,0.00,0.0000,283
22283,"AS13182","ASN-ADHOC-NETWORK Rimini, Italy","IT",1123,0.00,0.0000,180
22284,"AS13824","AZCI-NET - AZCI.net, LLC","US",1123,0.00,0.0000,283
22285,"AS51024","OLISAT-AS","RO",1123,0.01,0.0000,273
22286,"AS136030","REDTONE-AS-AP Redtone Telecommunications Pakistan (Private) Limited","MY",1123,0.01,0.0000,183
22287,"AS13755","SPJC - St. Petersburg College","US",1123,0.00,0.0000,283
22288,"AS396316","FULL-THROTTLE - Full Throttle Networks Inc.","CA",1122,0.00,0.0000,158
22289,"AS202365","","TR",1122,0.00,0.0000,468
22290,"AS42671","SANDYNET","UA",1121,0.01,0.0000,243
22291,"AS204608","ASAGG","UA",1121,0.01,0.0000,243
22292,"AS31427","KHARTRON-AS","UA",1121,0.01,0.0000,243
22293,"AS265867","Trans Ocean Network","PA",1120,0.06,0.0000,167
22294,"AS42619","PROMONTEL-AS","PL",1120,0.00,0.0000,206
22295,"AS199981","ZGLBP-AS","PL",1120,0.00,0.0000,206
22296,"AS8850","FLASHNET-TELECOM-AS","RU",1120,0.00,0.0000,158
22297,"AS49775","INFO-SVYAZ LLC Info-Svyaz","RU",1120,0.00,0.0000,158
22298,"AS12494","ASN-POSTLTD","FR",1119,0.00,0.0000,156
22299,"AS11734","CONNECTRIA - Connectria","US",1119,0.00,0.0000,282
22300,"AS393683","CURRYCOLLEGE - Curry College","US",1119,0.00,0.0000,282
22301,"AS46784","DPW - Davis Polk  Wardwell","US",1119,0.00,0.0000,282
22302,"AS46902","CALSTRS-SAC1 - California State Teachers Retirement System (CalSTRS)","US",1119,0.00,0.0000,282
22303,"AS265883","CENTENARO ADRIANO (ADRYANO TELECOM)","AR",1118,0.00,0.0000,179
22304,"AS132513","SKYTELLAO-AS-AP Sky Telecom State Company","LA",1117,0.10,0.0000,210
22305,"AS207159","HARTUMTVSRL","MD",1117,0.06,0.0000,162
22306,"AS35440","BIVALENT-AS","RS",1117,0.02,0.0000,456
22307,"AS132816","SIMPLERCLOUD-AS-AP SimplerCloud Pte Ltd","SG",1117,0.02,0.0000,330
22308,"AS14183","UALR-ASN - University of Arkansas at Little Rock","US",1115,0.00,0.0000,281
22309,"AS395733","SFMTA - San Francisco Municipal Transportation Agency","US",1115,0.00,0.0000,281
22310,"AS200795","DERSEN-IWI","PL",1115,0.00,0.0000,205
22311,"AS25629","ACPS-8-ASN - Albemarle County Public Schools","US",1115,0.00,0.0000,281
22312,"AS56523","AMELEKTRONIK","PL",1115,0.00,0.0000,205
22313,"AS36402","NORTH-OAKS-HEALTH-SYSTEM - North Oaks Health System","US",1115,0.00,0.0000,281
22314,"AS17554","CITIC-HK-AP Citic Telecom International (Data) Limited.","HK",1114,0.02,0.0000,573
22315,"AS34580","UNITLINEMSKNET1","RU",1113,0.00,0.0000,157
22316,"AS199669","ATLEX-AS","RU",1113,0.00,0.0000,157
22317,"AS27471","SYMN - Symantec Corporation","TW",1113,0.01,0.0000,316
22318,"AS40479","AURORA-HEALTH-CARE - Aurora Health Care","US",1111,0.00,0.0000,280
22319,"AS25712","CSIPADKY - Computer Services Inc","US",1111,0.00,0.0000,280
22320,"AS36390","TRI-C-AS - Cuyahoga Community College","US",1111,0.00,0.0000,280
22321,"AS33596","BRUNSWICKCORPORATION - Brunswick Corporation","US",1111,0.00,0.0000,280
22322,"AS17190","WMATA - Washington Metropolitan Area Transit Authority","US",1111,0.00,0.0000,280
22323,"AS54294","ECC-LINK-001 - ERIE COMMUNITY COLLEGE","US",1111,0.00,0.0000,280
22324,"AS47033","CANTON-DC - MTD Products, Inc","US",1111,0.00,0.0000,280
22325,"AS25733","LEAR - Lear Corporation (LEA)","US",1111,0.00,0.0000,280
22326,"AS14693","BAPTIST-HEALTH-AS - Baptist Health","US",1111,0.00,0.0000,280
22327,"AS62223","TIME-NET","IQ",1110,0.02,0.0000,523
22328,"AS133125","PUBLICISGROUPE-AS-AP PG Lion ReSources Aust Pty Ltd","HK",1110,0.02,0.0000,571
22329,"AS60816","INTERACTION-AS","PL",1109,0.00,0.0000,204
22330,"AS18393","JAVA-AS-AP Java Online, PT.","ID",1109,0.00,0.0000,312
22331,"AS59536","MM-AS","UA",1108,0.01,0.0000,240
22332,"AS51211","ASTRANSNET","UA",1108,0.01,0.0000,240
22333,"AS395267","LSC-COMMUNICATIONS - LSC Communications","US",1107,0.00,0.0000,279
22334,"AS22686","UNIVERSITYOFWINNIPEG-ASN - University of Winnipeg","CA",1107,0.00,0.0000,156
22335,"AS394846","SJ-HQ-NLESD - Newfoundland  Labrador English School District","CA",1107,0.00,0.0000,156
22336,"AS13864","CS-DES-PATRIOTES - Commission scolaire des Patriotes","CA",1107,0.00,0.0000,156
22337,"AS51480","ASN-SKY-BETS-SPORT","RO",1107,0.01,0.0000,269
22338,"AS29750","ALASKA-AIRGROUP-IGQ - Alaska Airlines, Inc.","US",1107,0.00,0.0000,279
22339,"AS42770","KRT-AS","KZ",1107,0.01,0.0000,171
22340,"AS14862","OCEANEERING - Oceaneering International, Inc.","US",1107,0.00,0.0000,279
22341,"AS32016","INTEGRA-WCI - Integra Telecom, Inc.","US",1107,0.00,0.0000,279
22342,"AS25802","Reserved (arin)","US",1107,0.00,0.0000,279
22343,"AS54864","ROCKTENN - Rock-Tenn Company","US",1107,0.00,0.0000,279
22344,"AS209380","","TR",1106,0.00,0.0000,461
22345,"AS134639","IDNIC-BABELPROV-AS-ID Pemerintah Provinsi Kepulauan Bangka Belitung","ID",1106,0.00,0.0000,311
22346,"AS198670","VYAZMAINFORMATIONNETWORK","RU",1106,0.00,0.0000,156
22347,"AS57452","SUMMIT-SYSTEMS-AS","RU",1106,0.00,0.0000,156
22348,"AS13165","SIBINTEK-AS Moscow Russia","RU",1106,0.00,0.0000,156
22349,"AS31494","INFOSETI-AS","RU",1106,0.00,0.0000,156
22350,"AS23691","MITRA-NET-AS-AP PT Multi Teknologi Sejahtra","ID",1106,0.00,0.0000,311
22351,"AS265739","MORENO PABLO DANIEL (SOLNET ISP)","AR",1105,0.00,0.0000,177
22352,"AS61482","CONVERGIA","PE",1105,0.01,0.0000,182
22353,"AS44741","ALENANET","IT",1104,0.00,0.0000,177
22354,"AS50551","EUROPC-AS","PL",1104,0.00,0.0000,203
22355,"AS33255","HAMDEN-ASN - Hampden-Sydney College","US",1103,0.00,0.0000,278
22356,"AS35871","RCI - Reynolds Cable, Inc","US",1103,0.00,0.0000,278
22357,"AS46855","Reserved (arin)","US",1103,0.00,0.0000,278
22358,"AS32389","BERKLEE-AS - Berklee College of Music","US",1103,0.00,0.0000,278
22359,"AS32626","HOUSTON-AREA-LIBRARY-AUTOMATED-NETWORK-HALAN - Houston Area Library Automated Network ( HALAN )","US",1103,0.00,0.0000,278
22360,"AS38968","TAGORG","JO",1102,0.02,0.0000,184
22361,"AS34239","INTERAMERICAN General Insurance Company","GR",1101,0.02,0.0000,502
22362,"AS137941","","HK",1101,0.02,0.0000,566
22363,"AS54351","COMMUNICATEFREELY - Communicate Freely","CA",1100,0.00,0.0000,155
22364,"AS396503","10VPN-HOSTING - 10VPN Hosting","CA",1100,0.00,0.0000,155
22365,"AS198755","GORSET-AS","RU",1099,0.00,0.0000,155
22366,"AS204490","","RU",1099,0.00,0.0000,155
22367,"AS64297","GLOBALMANDIRI-AS-ID PT Medialink Global Mandiri","ID",1099,0.00,0.0000,309
22368,"AS57371","MASSNET-AS","RU",1099,0.00,0.0000,155
22369,"AS1699","ANS-1699-AS - ANS Communications","US",1099,0.00,0.0000,277
22370,"AS32305","COOK-GROUP - COOK GROUP INC","US",1099,0.00,0.0000,277
22371,"AS17639","CONVERGE-AS Converge ICT Solutions Inc.","US",1099,0.00,0.0000,277
22372,"AS30767","TAGILTELECOM-AS","RU",1099,0.00,0.0000,155
22373,"AS206022","AIRNETWORK","IT",1098,0.00,0.0000,176
22374,"AS197263","BO-AS","UA",1098,0.01,0.0000,238
22375,"AS57605","ASN-HELPTEH","UA",1098,0.01,0.0000,238
22376,"AS61132","TGS-ASN","TR",1098,0.00,0.0000,458
22377,"AS52313","Luz Linares S.A.","CL",1098,0.01,0.0000,156
22378,"AS39230","MHP-AS Kyiv, Ukraine","UA",1098,0.01,0.0000,238
22379,"AS34252","CELESTYNET-AS","PL",1098,0.00,0.0000,202
22380,"AS201049","POGODNA-NET","PL",1098,0.00,0.0000,202
22381,"AS52072","DDNET-AS","RS",1098,0.02,0.0000,448
22382,"AS10753","LVLT-10753 - Level 3 Parent, LLC","FR",1097,0.00,0.0000,153
22383,"AS14109","SIAL - Sigma Aldrich Corporation","US",1095,0.00,0.0000,276
22384,"AS40608","HCTNEBRASKA - HERSHEY COOPERATIVE TELEPHONE CO","US",1095,0.00,0.0000,276
22385,"AS2721","SCLR - CULR, LLC","US",1095,0.00,0.0000,276
22386,"AS21569","DBU-AS - Dallas Baptist University","US",1095,0.00,0.0000,276
22387,"AS18183","NCREE National Center for Research on Earthquake Engineering","TW",1095,0.01,0.0000,311
22388,"AS57686","DOBROBUT-AS","UA",1094,0.01,0.0000,237
22389,"AS39169","ALFACOM-AS","UA",1094,0.01,0.0000,237
22390,"AS33594","GOVERNMENT-OF-THE-NORTHWEST-TERRITORIES - Government of the Northwest Territories","CA",1093,0.00,0.0000,154
22391,"AS109","CISCOSYSTEMS - Cisco Systems, Inc.","SG",1093,0.02,0.0000,323
22392,"AS38271","CSSL-APNIC-2008-IN CyberTech House","IN",1092,0.00,0.0000,153
22393,"AS138073","","ID",1092,0.00,0.0000,307
22394,"AS58625","GMOBILENET-MN Ulaanbaatar-211213. Chingeltei district","MN",1092,0.10,0.0000,368
22395,"AS203509","INNOPOLIS-AS","RU",1091,0.00,0.0000,154
22396,"AS204947","SPEED-NETSRL","IT",1091,0.00,0.0000,175
22397,"AS17196","COD-GE-IL - College of duPage","US",1091,0.00,0.0000,275
22398,"AS16874","SONDA S.A.","CL",1091,0.01,0.0000,155
22399,"AS49994","RIC-INFO-AS","RU",1091,0.00,0.0000,154
22400,"AS53942","ASN-CTCAK-1 - Cordova Telephone Cooperative, Inc.","US",1091,0.00,0.0000,275
22401,"AS15008","AISG - AISG","US",1091,0.00,0.0000,275
22402,"AS44128","INTERNET-PRO-AS","RU",1091,0.00,0.0000,154
22403,"AS4766","KIXS-AS-KR Korea Telecom","VN",1090,0.00,0.0000,163
22404,"AS24331","EBAY-ASIA-AS eBay Inc ASIA ASN eCommerce San Jose","SG",1090,0.02,0.0000,322
22405,"AS33930","INTRINSEC-AS ACORUS","FR",1090,0.00,0.0000,152
22406,"AS201031","SMART-WAVES-NETWORK Smart Waves for Information Technology Ltd.","IQ",1089,0.02,0.0000,513
22407,"AS264648","Fondo Rotatorio del Ministerio de Relaciones Exteriores","CO",1089,0.00,0.0000,169
22408,"AS14303","MEMASN1 - City of Memphis","US",1087,0.00,0.0000,274
22409,"AS394411","DPH-AS - Department of Public Health","US",1087,0.00,0.0000,274
22410,"AS200656","NOKIA-HELSINKI","PL",1087,0.00,0.0000,200
22411,"AS4261","BLUEGRASSNET - Intermart Inc.","US",1087,0.00,0.0000,274
22412,"AS199831","CITIMEDIA","PL",1087,0.00,0.0000,200
22413,"AS40816","VMWARENET-1 - VMWare, Inc.","US",1087,0.00,0.0000,274
22414,"AS10026","PACNET Pacnet Global Ltd","HK",1087,0.02,0.0000,559
22415,"AS1248","HERE","US",1087,0.00,0.0000,274
22416,"AS35275","KONSALNET-AS","PL",1087,0.00,0.0000,200
22417,"AS15307","CHILDRENS-SEATTLE - Childrens Hospital and Regional Medical Center","US",1087,0.00,0.0000,274
22418,"AS135161","GMO-Z-COM-TH GMO-Z com NetDesign Holdings Co., Ltd.","TH",1086,0.00,0.0000,166
22419,"AS14920","BPOP - Banco Popular","PR",1086,0.04,0.0000,162
22420,"AS23520","COLUMBUS-NETWORKS - Columbus Networks USA, Inc.","CR",1086,0.04,0.0000,225
22421,"AS23419","SUMMADOM - Broad-Connect Telecom Inc.","CA",1086,0.00,0.0000,153
22422,"AS16624","HYDRO-QUEBEC - Hydro Quebec","CA",1086,0.00,0.0000,153
22423,"AS33942","IREN-ENERGIA-AS","IT",1085,0.00,0.0000,174
22424,"AS51950","NOVAPOSHTA","UA",1085,0.01,0.0000,235
22425,"AS50352","WIREM","IT",1085,0.00,0.0000,174
22426,"AS135726","CSIRNPL-AS CSIR-National Physical Laboratory","IN",1085,0.00,0.0000,152
22427,"AS43687","BTL-AS","RU",1084,0.00,0.0000,153
22428,"AS41554","LEGIONCOM-AS www.legioncom.ru","RU",1084,0.00,0.0000,153
22429,"AS42181","SINTAGMA-AS","LT",1084,0.05,0.0000,196
22430,"AS42740","BACKSTAGE-AS Yotelecom, Khabarovsk, Russia","RU",1084,0.00,0.0000,153
22431,"AS49476","MTT-AS","RU",1084,0.00,0.0000,153
22432,"AS40664","COMPASSBANK - Compass Bank","US",1083,0.00,0.0000,273
22433,"AS777","CEA-Saclay","FR",1083,0.00,0.0000,151
22434,"AS18889","CITY-OF-RUSTON - City of Ruston","US",1083,0.00,0.0000,273
22435,"AS16669","APPLIED-MATERIALS - Applied Materials","US",1083,0.00,0.0000,273
